Time [ms],Currrent
404635,0.941245
405137,0.91707
405639,0.914652
406141,0.933187
406643,0.911429
407145,0.925934
407647,0.91707
408149,0.942051
408651,0.920293
409153,0.951722
409655,0.933993
410157,0.925934
410659,0.946081
411161,0.933187
411663,0.929963
412165,0.958169
412667,0.958974
413169,0.933187
413671,0.953333
