Time [ms],Currrent
631687,0.922711
632189,0.954945
632691,0.943663
633193,0.925934
633695,0.930769
634197,0.938828
634699,0.94044
635201,0.951722
635703,0.958169
636205,0.939634
636707,0.941245
637209,0.958169
637711,0.921099
638213,0.952527
638715,0.941245
639217,0.941245
